"satisfaction";"Gender";"Customer.Type";"Age";"Type.of.Travel";"Class";"Flight.Distance";"Seat.comfort";"Departure.Arrival.time.convenient";"Food.and.drink";"Gate.location";"Inflight.wifi.service";"Inflight.entertainment";"Online.support";"Ease.of.Online.booking";"On.board.service";"Leg.room.service";"Baggage.handling";"Checkin.service";"Cleanliness";"Online.boarding";"Departure.Delay.in.Minutes";"Arrival.Delay.in.Minutes"
"satisfied";"Female";"Loyal Customer";38;"Business travel";"Eco";1796;4;1;1;1;4;4;4;4;3;2;4;4;4;4;11;1
"satisfied";"Male";"Loyal Customer";48;"Business travel";"Business";3337;4;4;3;4;4;4;4;5;4;4;5;4;3;4;258;251
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Eco";2341;4;4;1;1;4;4;4;4;3;3;5;2;4;4;19;0
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Eco Plus";2357;4;3;3;3;4;4;4;4;2;2;4;3;5;4;0;9
"satisfied";"Female";"Loyal Customer";37;"Business travel";"Eco Plus";1803;4;2;2;2;4;4;4;4;1;5;2;1;5;4;0;0
"satisfied";"Male";"Loyal Customer";32;"Business travel";"Business";5861;2;2;2;2;4;4;4;5;4;1;5;4;2;4;137;148
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";387;3;3;3;3;5;4;4;4;4;4;4;4;4;4;28;24
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Eco";2410;4;3;3;3;4;4;4;4;4;4;2;4;2;4;55;59
"satisfied";"Male";"Loyal Customer";58;"Business travel";"Business";353;2;2;2;2;2;4;4;4;4;4;4;3;4;5;4;0
"satisfied";"Female";"Loyal Customer";44;"Business travel";"Business";3578;2;5;2;2;4;5;4;4;4;4;4;3;4;3;14;4
"satisfied";"Male";"Loyal Customer";32;"Business travel";"Business";4614;2;2;2;2;4;4;4;4;3;5;4;4;2;4;14;0
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";3539;5;5;5;5;4;5;5;4;4;4;4;4;4;5;0;0
"satisfied";"Male";"Loyal Customer";23;"Business travel";"Business";3752;5;5;5;5;4;4;4;4;5;2;2;3;2;4;0;0
"satisfied";"Female";"Loyal Customer";47;"Business travel";"Business";2152;3;3;3;3;5;4;5;4;4;4;4;3;4;3;104;109
"satisfied";"Female";"Loyal Customer";27;"Business travel";"Eco";1942;4;2;3;2;4;4;4;4;4;5;4;2;3;4;0;0
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";1756;4;4;4;4;4;5;4;4;4;4;4;5;4;5;0;0
"satisfied";"Male";"Loyal Customer";62;"Business travel";"Business";234;1;1;1;1;3;4;5;4;4;4;4;4;4;3;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";66;4;4;4;4;2;4;4;4;4;4;4;5;4;5;0;0
"satisfied";"Male";"Loyal Customer";42;"Business travel";"Business";3507;2;2;2;2;5;5;2;5;5;4;4;4;5;5;0;0
"satisfied";"Male";NA;23;"Business travel";"Eco";2756;5;2;2;2;5;4;4;5;1;5;1;1;3;5;0;0
"satisfied";"Male";"Loyal Customer";34;"Business travel";"Business";76;2;2;2;2;4;4;4;5;5;4;4;1;5;1;0;0
"satisfied";"Male";"Loyal Customer";48;"Business travel";"Business";1699;4;4;4;4;1;3;5;3;3;4;5;3;3;5;22;7
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";88;3;3;3;3;2;5;4;3;3;4;5;3;3;3;0;0
"satisfied";"Male";"Loyal Customer";26;"Business travel";"Eco";2179;3;3;3;3;3;4;5;3;2;1;1;5;1;3;0;0
"satisfied";"Female";"Loyal Customer";25;"Business travel";"Eco Plus";1566;4;1;2;1;4;4;5;4;3;3;1;4;2;4;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";2678;4;4;4;4;3;4;4;4;4;4;5;5;4;5;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";212;5;5;5;5;4;5;5;4;4;4;5;5;4;4;0;0
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";3284;2;5;2;2;4;5;4;4;4;4;5;4;4;4;0;0
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";1996;3;3;3;NA;5;5;5;4;4;4;5;3;4;5;0;0
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";222;2;2;2;2;4;3;4;4;4;4;5;3;4;1;0;4
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Business";2275;4;4;4;4;2;5;4;4;4;4;5;3;4;3;0;0
"satisfied";"Male";"Loyal Customer";58;"Business travel";"Business";206;4;4;4;4;5;3;5;4;4;4;5;1;4;3;0;0
"satisfied";"Female";"Loyal Customer";30;"Business travel";"Business";4285;5;5;5;5;4;4;5;4;3;5;1;2;3;4;0;3
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";94;5;5;5;5;5;2;3;4;4;4;5;3;4;5;24;20
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";218;2;2;2;2;5;5;4;4;4;4;5;3;4;5;0;0
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";238;5;5;5;5;5;4;2;4;4;4;5;2;4;2;0;0
"satisfied";"Female";"Loyal Customer";27;"Business travel";"Business";2958;3;3;3;3;4;4;5;4;3;2;5;4;3;4;39;25
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";2203;2;2;4;2;2;4;5;4;4;4;5;3;4;5;16;11
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Business";79;3;3;3;3;2;5;5;4;4;4;5;4;4;5;0;0
"satisfied";"Female";"Loyal Customer";50;"Business travel";"Business";1875;5;2;5;5;4;5;4;4;4;4;5;4;4;4;0;17
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";106;3;3;3;3;5;4;5;4;4;4;5;3;4;5;0;4
"satisfied";"Female";"Loyal Customer";60;"Business travel";"Business";2430;2;2;2;2;3;4;5;4;4;4;5;5;4;4;0;3
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Business";222;3;3;3;3;2;5;5;4;4;4;5;4;4;4;98;96
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";1530;2;2;4;2;3;4;5;5;5;4;5;3;5;3;6;9
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Business";2044;5;5;5;5;4;5;5;5;1;4;5;5;3;5;0;4
"satisfied";"Male";"Loyal Customer";23;"Business travel";"Business";2700;5;5;5;NA;5;4;5;5;2;4;2;2;1;5;1;0
"satisfied";"Male";"Loyal Customer";29;"Business travel";"Eco";2284;5;1;1;1;5;4;5;5;1;3;2;3;4;5;4;0
"satisfied";"Female";"Loyal Customer";19;"Business travel";"Business";3912;2;2;2;2;5;4;5;5;3;4;4;3;5;5;5;0
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";3031;4;4;4;4;2;4;5;5;5;4;5;3;5;5;10;0
"satisfied";"Female";"Loyal Customer";24;"Business travel";"Business";4723;3;3;3;3;5;4;5;5;3;5;1;4;3;5;0;0
"satisfied";"Female";"Loyal Customer";32;"Business travel";"Business";4404;4;4;4;4;5;4;5;5;4;4;4;3;5;5;0;0
"dissatisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1720;5;1;3;1;2;3;2;5;5;4;5;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";25;"Business travel";"Business";4865;5;5;5;5;5;4;5;5;3;5;5;3;4;5;0;0
"satisfied";"Female";"Loyal Customer";47;"Business travel";"Business";2048;3;3;3;3;5;5;4;5;5;4;5;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";52;"Business travel";"Business";2562;3;3;3;3;4;5;5;4;4;5;1;5;2;5;0;0
"dissatisfied";"Male";"Loyal Customer";63;"Business travel";"Eco";2795;4;4;4;4;5;4;5;5;2;5;3;3;4;5;130;124
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Business";2215;5;5;5;5;5;4;4;5;5;4;5;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";1029;5;5;5;5;5;4;5;5;5;4;5;3;5;4;15;9
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";1038;5;5;5;5;3;4;4;5;5;4;5;3;5;3;0;0
"satisfied";"Male";"Loyal Customer";27;"Business travel";"Business";3963;4;4;3;4;5;4;5;5;5;4;5;3;5;5;0;0
"satisfied";"Female";"Loyal Customer";60;"Business travel";"Eco";481;4;4;4;4;4;2;1;5;5;4;5;1;5;3;0;0
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Eco";789;4;4;4;4;1;4;4;5;5;4;5;1;5;4;73;87
"dissatisfied";"Female";"Loyal Customer";48;"Business travel";"Business";2099;5;2;2;2;5;3;4;5;5;4;5;3;5;1;0;0
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Eco";1943;5;5;5;5;5;4;5;5;2;4;3;5;4;5;0;0
"dissatisfied";"Female";"Loyal Customer";37;"Business travel";"Eco";1395;5;3;3;3;5;4;5;5;4;4;3;1;3;5;0;0
"satisfied";"Female";"Loyal Customer";58;"Business travel";"Business";2327;4;4;1;4;2;4;5;5;5;4;5;5;5;4;0;0
"satisfied";"Male";"Loyal Customer";33;"Business travel";"Eco";1912;5;4;2;2;5;4;5;5;2;4;4;2;4;5;49;37
"satisfied";"Male";"Loyal Customer";79;"Business travel";"Eco";1470;4;1;1;1;5;4;5;5;4;3;4;3;5;5;0;0
"satisfied";"Female";NA;43;"Business travel";"Business";1559;3;3;3;3;4;5;5;5;5;4;5;4;5;5;0;0
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";1757;3;3;4;3;4;4;4;5;5;4;5;4;5;3;112;129
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Business";449;1;1;1;1;4;4;5;5;5;4;5;3;5;3;0;0
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Eco";1432;3;5;5;5;3;5;3;3;1;4;5;2;2;3;0;0
"satisfied";"Female";"Loyal Customer";32;"Business travel";"Business";5244;1;1;1;1;3;5;3;3;4;1;1;5;5;3;0;0
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";2958;2;2;2;2;2;2;4;4;4;5;3;4;4;3;67;72
"satisfied";"Female";"Loyal Customer";65;"Business travel";"Business";2227;3;3;3;NA;2;2;4;5;5;5;3;3;5;2;3;5
"satisfied";"Male";"Loyal Customer";12;"Business travel";"Eco Plus";2135;5;1;1;1;5;5;3;5;2;1;3;4;4;5;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";72;4;4;4;4;4;2;5;5;5;5;3;2;5;1;0;0
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";90;4;4;4;4;2;3;1;5;5;5;3;5;5;5;0;0
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";3516;2;2;2;2;3;2;2;5;5;5;3;2;5;2;2;0
"satisfied";"Female";"Loyal Customer";23;"Business travel";"Eco";3831;5;3;3;3;5;5;3;5;5;5;3;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";31;"Business travel";"Business";3658;4;4;4;4;5;5;3;5;4;4;5;5;1;5;12;12
"satisfied";"Male";"Loyal Customer";59;"Business travel";"Business";2384;5;5;5;5;2;1;4;5;5;5;3;4;5;3;2;3
"satisfied";"Male";"Loyal Customer";33;"Business travel";"Business";4653;1;1;1;1;5;5;3;5;3;5;2;3;2;5;0;0
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";98;1;1;1;1;1;1;2;5;5;5;3;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";61;"Business travel";"Eco";1100;5;1;1;1;4;5;4;4;2;2;2;4;2;4;0;0
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Business";3022;2;2;2;2;4;5;4;4;4;2;4;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";419;5;5;5;5;2;4;4;4;4;5;4;5;4;3;0;5
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Business";3708;1;1;2;1;3;4;5;4;4;5;4;3;4;5;14;10
"satisfied";"Female";"Loyal Customer";59;"Business travel";"Business";2405;5;5;5;5;5;5;5;4;4;5;4;3;4;3;0;0
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";2425;5;5;5;5;5;4;4;4;5;5;4;4;5;4;25;29
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";1699;1;1;2;1;5;3;4;4;4;5;4;4;4;3;9;0
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";1630;2;2;2;2;4;3;5;4;4;5;4;3;4;3;0;0
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";1689;2;2;2;2;5;4;5;4;4;5;4;3;4;3;0;0
"satisfied";"Female";"Loyal Customer";40;"Business travel";"Business";1700;5;5;5;5;4;5;5;4;4;5;4;3;4;4;9;3
"satisfied";"Male";"Loyal Customer";22;"Business travel";"Business";4625;1;1;1;1;4;5;4;4;4;1;4;2;4;4;0;0
"satisfied";"Female";"Loyal Customer";30;"Business travel";"Business";3136;4;4;4;4;4;5;4;4;3;5;5;3;4;4;0;0
"satisfied";"Male";"Loyal Customer";8;"Business travel";"Business";2903;4;4;5;4;4;5;4;4;5;3;5;4;4;4;12;3
"satisfied";"Female";"Loyal Customer";24;"Business travel";"Business";2603;5;5;5;5;4;5;4;4;5;3;4;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Eco";1767;5;1;1;1;4;5;4;4;4;3;4;2;1;4;0;0
"satisfied";"Male";"Loyal Customer";58;"Business travel";"Business";1030;4;4;4;4;2;4;4;4;4;5;4;4;4;4;0;0
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";3764;2;2;2;2;5;4;5;4;4;5;4;4;4;3;0;0
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Business";2002;2;2;2;NA;4;5;4;4;4;5;4;3;4;5;27;19
"satisfied";"Female";"Loyal Customer";32;"Business travel";"Business";4817;5;5;5;5;4;5;4;4;2;5;5;1;2;4;0;6
"satisfied";"Female";"Loyal Customer";31;"Business travel";"Business";3598;3;3;3;3;4;5;4;4;4;3;4;5;4;4;28;18
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Eco";1893;4;5;2;2;4;5;4;4;5;3;4;1;3;4;29;44
"satisfied";"Male";"Loyal Customer";24;"Business travel";"Business";1607;1;1;1;1;4;5;4;4;3;3;4;5;5;4;0;8
"satisfied";"Female";"Loyal Customer";26;"Business travel";"Business";4396;3;3;3;3;4;5;4;4;5;5;5;3;5;4;20;0
"satisfied";"Male";"Loyal Customer";50;"Business travel";"Business";1828;1;1;1;1;3;4;4;4;4;5;4;3;4;5;0;0
"satisfied";"Female";"Loyal Customer";42;"Business travel";"Eco";575;5;3;3;3;3;2;2;4;4;5;4;1;4;2;0;0
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";1839;2;2;2;2;2;4;4;4;4;5;4;5;4;5;11;4
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";434;5;5;5;5;4;5;5;4;4;5;4;5;4;3;42;44
"satisfied";"Female";"Loyal Customer";38;"Business travel";"Eco";1596;4;2;2;2;4;5;4;4;3;4;5;5;1;4;0;0
"satisfied";"Female";"Loyal Customer";38;"Business travel";"Business";440;5;5;2;5;5;4;4;4;4;5;4;4;4;4;0;0
"satisfied";"Male";"Loyal Customer";45;"Business travel";"Business";4594;4;4;4;4;5;4;4;4;2;4;4;4;3;4;252;231
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";3475;2;2;2;2;1;4;3;4;4;5;4;3;4;4;0;0
"satisfied";"Female";"Loyal Customer";23;"Business travel";"Eco Plus";2106;4;5;5;5;4;5;4;4;5;4;1;5;1;4;0;62
"satisfied";"Male";"Loyal Customer";42;"Business travel";"Business";3253;5;5;5;5;5;5;4;4;4;5;4;5;4;4;0;0
"satisfied";"Male";"Loyal Customer";54;"Business travel";"Eco";1841;5;2;2;2;4;5;4;4;2;3;5;5;2;4;0;0
"satisfied";"Female";"Loyal Customer";31;"Business travel";"Business";1748;5;5;5;5;4;5;4;4;3;2;5;5;5;4;2;1
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";1620;3;3;3;3;1;3;3;4;4;5;4;2;4;3;0;0
"satisfied";"Female";"Loyal Customer";42;"Business travel";"Business";262;3;3;3;3;2;4;4;4;4;5;4;5;4;3;0;0
"satisfied";"Female";"Loyal Customer";46;"Business travel";"Business";3883;3;3;3;3;3;1;1;5;5;5;4;1;5;3;0;0
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";256;2;2;4;2;5;1;3;5;5;5;4;4;5;2;0;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";3526;5;5;5;5;5;4;5;5;5;5;4;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";48;"Business travel";"Business";2188;4;4;4;4;3;2;4;5;5;5;4;5;5;2;35;35
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";2701;1;1;1;1;5;3;3;5;5;5;4;4;5;2;0;3
"satisfied";"Male";"Loyal Customer";52;"Business travel";"Business";4045;5;5;5;5;5;5;4;5;5;5;4;5;5;3;12;8
"satisfied";"Female";"Loyal Customer";62;"Business travel";"Business";93;4;4;4;4;2;5;4;5;5;5;4;4;5;4;1;10
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Business";3218;3;3;3;3;2;5;4;5;5;5;4;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";3890;3;3;3;3;4;4;5;5;5;5;4;5;5;4;0;0
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";115;1;1;4;1;1;2;1;5;5;5;4;2;5;3;18;19
"satisfied";"Female";"Loyal Customer";32;"Business travel";"Business";3535;4;4;4;4;5;5;4;5;1;4;2;5;5;5;0;0
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";212;2;2;2;2;5;4;4;4;4;5;5;5;4;5;0;0
"satisfied";"Female";"Loyal Customer";55;"Business travel";"Business";2339;4;4;4;4;4;4;4;4;4;5;5;4;4;3;0;0
"satisfied";"Female";"Loyal Customer";49;"Business travel";"Business";90;4;4;4;4;1;3;2;4;4;5;5;1;4;1;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";2868;1;1;1;1;4;4;5;4;4;5;5;4;4;5;0;0
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";3418;3;3;3;3;5;5;5;3;5;4;5;5;3;5;5;0
"satisfied";"Female";"Loyal Customer";28;"Business travel";"Business";4111;5;5;5;5;5;5;5;5;3;4;3;1;1;5;0;0
"satisfied";"Male";NA;36;"Business travel";"Business";2615;4;4;4;4;2;4;5;5;5;5;5;5;5;5;7;11
"satisfied";"Female";"Loyal Customer";34;"Business travel";"Business";2550;4;4;4;4;3;4;2;5;5;5;5;2;5;2;0;0
"satisfied";"Female";"Loyal Customer";46;"Business travel";"Business";2492;3;3;3;3;2;5;4;5;5;5;5;3;5;3;54;31
"satisfied";"Male";NA;32;"Business travel";"Business";3735;2;2;2;2;5;5;5;5;4;3;4;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";NA;"Business travel";"Business";2147;1;1;1;1;2;3;5;5;5;5;5;4;5;5;3;30
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";3693;2;2;2;2;5;5;5;5;4;3;4;5;4;5;342;323
"satisfied";"Male";"Loyal Customer";39;"Business travel";"Business";1856;5;5;5;5;3;4;4;5;5;5;5;3;5;5;0;0
"satisfied";"Male";NA;55;"Business travel";"Business";1839;2;2;2;2;4;5;4;5;5;5;5;5;5;4;0;0
"satisfied";"Male";"Loyal Customer";26;"Business travel";"Business";2801;1;1;1;1;5;5;5;5;3;2;4;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";1605;1;1;1;1;4;3;4;5;5;5;5;4;5;3;0;21
"satisfied";"Male";"Loyal Customer";54;"Business travel";"Business";3274;4;4;3;4;5;5;5;4;3;5;5;5;4;5;275;262
"satisfied";"Male";"Loyal Customer";22;"Business travel";"Business";2580;1;1;1;1;5;5;5;5;4;3;5;5;4;5;0;0
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";1471;3;3;3;NA;5;5;4;5;5;5;5;5;5;3;0;0
"satisfied";"Female";"Loyal Customer";59;"Business travel";"Business";1479;3;3;3;3;2;4;5;5;5;5;5;4;5;4;14;28
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";1418;1;1;1;1;2;5;5;5;5;5;5;4;5;5;0;1
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Eco Plus";791;5;1;1;1;3;1;3;5;5;5;5;5;5;3;0;5
"satisfied";"Male";"Loyal Customer";56;"Business travel";"Business";1270;5;5;5;5;5;4;5;5;5;5;5;3;5;4;0;0
"satisfied";"Female";"Loyal Customer";40;"Business travel";"Business";3805;3;3;3;3;5;4;2;5;5;5;5;4;5;2;29;17
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1121;5;5;4;5;4;5;4;5;5;5;5;3;5;3;1;0
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Business";3973;2;2;2;2;3;4;4;5;5;5;5;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";52;"Business travel";"Eco";2039;5;3;3;3;5;5;5;5;5;4;1;5;2;5;0;0
"satisfied";"Male";"Loyal Customer";35;"Business travel";"Business";3327;2;2;2;2;2;5;5;5;5;5;5;3;5;3;9;4
"satisfied";"Male";"Loyal Customer";52;"Business travel";"Eco";1399;5;2;2;2;5;5;5;5;3;1;5;1;3;5;7;0
"satisfied";"Male";"Loyal Customer";NA;"Business travel";"Eco";3065;5;3;3;3;5;5;5;5;5;4;3;5;4;5;0;0
"satisfied";"Male";"Loyal Customer";58;"Business travel";"Business";2400;1;1;1;1;4;5;5;5;5;5;5;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";3081;2;2;1;2;4;5;5;5;5;5;5;4;5;4;3;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";955;2;2;2;2;2;4;5;5;5;5;5;5;5;5;32;20
"satisfied";"Male";"Loyal Customer";50;"Business travel";"Eco";1912;5;4;4;NA;5;5;5;5;5;2;1;5;2;5;0;0
"satisfied";"Male";"Loyal Customer";56;"Business travel";"Business";2148;1;3;1;1;2;5;4;5;5;5;5;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";888;5;5;5;5;5;4;4;5;5;5;5;5;5;4;0;0
"satisfied";"Male";"Loyal Customer";35;"Business travel";"Business";2773;1;1;1;1;5;2;2;5;5;5;5;5;5;3;0;13
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";826;3;3;3;3;2;5;5;5;5;5;5;4;5;5;1;21
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Eco";1264;5;3;3;3;5;5;5;5;1;3;1;4;4;5;0;0
"satisfied";"Male";"Loyal Customer";35;"Business travel";"Business";3811;3;3;3;3;3;5;4;5;5;5;5;4;5;4;17;8
"satisfied";"Female";"Loyal Customer";33;"Business travel";"Business";817;2;2;2;2;5;5;5;5;5;5;5;5;5;5;32;34
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";3006;1;1;1;1;2;1;4;5;5;5;5;1;5;4;0;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Eco";1449;5;3;3;3;5;5;5;5;2;5;2;5;4;5;0;0
"satisfied";"Female";"Loyal Customer";55;"Business travel";"Business";1916;2;1;2;2;3;4;4;5;5;5;5;4;5;5;38;36
"satisfied";"Male";"Loyal Customer";32;"Business travel";"Business";2747;4;4;4;4;5;5;5;5;1;1;5;4;4;5;0;0
"satisfied";"Male";"Loyal Customer";39;"Business travel";"Business";3910;1;1;1;1;4;4;5;5;5;5;5;4;5;3;0;1
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";684;4;4;4;NA;1;1;1;5;5;5;5;1;5;5;90;106
"satisfied";"Male";NA;59;"Business travel";"Business";2577;3;3;3;3;2;5;4;5;5;5;5;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";59;"Business travel";"Business";2165;4;4;4;4;3;5;5;5;5;5;5;3;5;3;0;0
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Eco";1749;5;3;3;3;4;4;2;5;5;5;5;5;5;5;14;0
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";2569;1;4;1;1;4;5;4;5;5;5;5;4;5;4;32;26
"satisfied";"Female";"Loyal Customer";59;"Business travel";"Business";3335;5;5;5;5;4;5;4;5;5;5;5;5;5;5;0;0
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Business";3331;1;1;1;1;4;4;4;5;5;5;5;5;5;5;0;19
"satisfied";"Male";"Loyal Customer";56;"Business travel";"Business";2701;3;3;3;3;3;5;4;5;5;5;5;3;5;3;3;4
"satisfied";"Male";"Loyal Customer";58;"Business travel";"Business";3505;1;1;1;1;2;4;4;5;5;5;5;4;5;5;118;109
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Eco";941;5;1;3;1;1;3;4;5;5;5;5;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";42;"Business travel";"Eco";2228;5;2;2;2;5;5;5;5;3;4;5;2;2;5;33;32
"satisfied";"Male";"Loyal Customer";50;"Business travel";"Business";598;3;3;3;3;3;5;5;5;5;5;5;3;5;4;63;62
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";3909;5;5;5;5;4;4;4;5;5;5;5;3;5;3;0;0
"satisfied";"Female";"Loyal Customer";55;"Business travel";"Business";3099;5;5;5;5;3;5;4;5;5;5;5;4;5;5;0;5
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";590;2;2;2;2;4;4;4;5;5;5;5;4;5;3;0;0
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Eco";2029;5;2;2;2;5;5;5;5;4;1;1;4;4;5;10;5
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";3251;1;1;1;1;4;5;4;5;5;5;5;4;5;5;3;38
"satisfied";"Female";"Loyal Customer";40;"Business travel";"Business";2606;1;1;1;1;3;4;4;5;5;5;5;3;5;5;11;0
"satisfied";"Male";"Loyal Customer";45;"Business travel";"Business";2595;4;4;4;4;2;5;4;5;5;5;5;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";2749;4;4;4;4;4;4;5;5;5;5;5;3;5;4;4;1
"satisfied";"Female";"Loyal Customer";34;"Business travel";"Business";431;4;4;4;4;2;3;5;5;5;5;5;1;5;5;0;1
"satisfied";"Female";"Loyal Customer";46;"Business travel";"Business";431;5;5;5;5;4;4;5;5;5;5;5;3;5;4;18;19
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";3025;1;1;1;1;4;4;5;5;5;5;5;5;5;3;0;0
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Eco";2125;5;5;5;5;5;5;5;1;5;1;4;5;1;5;134;123
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Eco";1494;5;4;4;4;5;5;5;5;5;1;3;1;1;5;0;0
"satisfied";"Female";"Loyal Customer";60;"Business travel";"Business";2217;4;4;4;4;3;4;5;5;5;5;5;4;5;5;5;0
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Eco";1978;5;5;5;5;5;5;5;5;5;2;1;3;3;5;0;0
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";2353;2;2;2;2;5;5;4;5;5;5;5;3;5;5;11;3
"satisfied";"Female";"Loyal Customer";35;"Business travel";"Eco";2414;5;4;4;4;5;5;5;5;3;2;4;4;1;5;9;4
"satisfied";"Female";"Loyal Customer";35;"Business travel";"Eco";1929;5;3;3;3;5;5;5;5;2;2;2;1;2;5;59;66
